,season,team,position,player_id
788,2024,DEN,DL,00-0035248
789,2024,MIN,TE,00-0035249
790,2024,NYG,RB,00-0035250
791,2024,DAL,QB,00-0035251
792,2024,NYG,OL,00-0035252
793,2024,PHI,DB,00-0035253
794,2024,TB,LB,00-0035254
795,2024,NYJ,DB,00-0035255
796,2024,ARI,OL,00-0035258
797,2024,LV,TE,00-0035259
798,2024,TEN,RB,00-0035261
799,2024,KC,LB,00-0035262
800,2024,DEN,QB,00-0035264
801,2024,DET,DL,00-0035265
802,2024,NE,OL,00-0035266
803,2024,IND,K,00-0035269
804,2024,DAL,DB,00-0035270
805,2024,MIN,LB,00-0035272
806,2024,MIN,LB,00-0035276
807,2024,CAR,DB,00-0035277
808,2024,CHI,DL,00-0035278
809,2024,KC,DL,00-0035279
810,2024,MIA,P,00-0035280
811,2024,LAC,QB,00-0035282
812,2024,PIT,LB,00-0035286
813,2024,LV,QB,00-0035289
814,2024,CIN,RB,00-0035291
815,2024,DET,LB,00-0035292
816,2024,TEN,OL,00-0035295
817,2024,DAL,WR,00-0035297
818,2024,PIT,WR,00-0035298
819,2024,JAX,OL,00-0035300
820,2024,DAL,DB,00-0035301
821,2024,CHI,TE,00-0035308
822,2024,MIN,RB,00-0035311
823,2024,ATL,LB,00-0035316
824,2024,NYG,OL,00-0035317
825,2024,DET,DB,00-0035327
826,2024,NYG,OL,00-0035328
827,2024,DEN,TE,00-0035329
828,2024,JAX,LB,00-0035330
829,2024,LA,DL,00-0035334
830,2024,CIN,WR,00-0035341
831,2024,HOU,TE,00-0035345
832,2024,MIA,DB,00-0035346
833,2024,MIA,LB,00-0035352
834,2024,JAX,OL,00-0035355
835,2024,NYG,TE,00-0035356
836,2024,BUF,DB,00-0035357
837,2024,TB,K,00-0035358
838,2024,DEN,WR,00-0035359
839,2024,NE,LB,00-0035363
840,2024,NYJ,DB,00-0035365
841,2024,JAX,DB,00-0035378
842,2024,CHI,OL,00-0035382
843,2024,PIT,OL,00-0035383
844,2024,TB,OL,00-0035384
845,2024,CHI,LB,00-0035386
846,2024,TEN,WR,00-0035399
847,2024,JAX,OL,00-0035400
848,2024,NO,DL,00-0035402
849,2024,DEN,WR,00-0035406
850,2024,BAL,LS,00-0035408
851,2024,CAR,DL,00-0035409
852,2024,NO,LB,00-0035412
853,2024,TEN,LB,00-0035413
854,2024,LV,WR,00-0035414
855,2024,PIT,TE,00-0035436
856,2024,NO,DB,00-0035437
857,2024,MIN,LB,00-0035444
858,2024,DAL,DL,00-0035455
859,2024,DAL,WR,00-0035457
860,2024,CAR,DL,00-0035462
861,2024,NYJ,OL,00-0035468
862,2024,ATL,DB,00-0035470
863,2024,NYJ,WR,00-0035480
864,2024,CIN,DB,00-0035485
865,2024,BUF,DB,00-0035499
866,2024,ARI,WR,00-0035500
867,2024,ARI,WR,00-0035510
868,2024,MIA,DL,00-0035519
869,2024,CLE,LB,00-0035525
870,2024,GB,OL,00-0035526
871,2024,PIT,WR,00-0035527
872,2024,CIN,WR,00-0035529
873,2024,SF,DL,00-0035531
874,2024,NYG,WR,00-0035535
875,2024,BUF,RB,00-0035537
876,2024,DAL,DB,00-0035542
877,2024,DET,WR,00-0035544
878,2024,KC,TE,00-0035547
879,2024,CAR,TE,00-0035562
880,2024,DET,RB,00-0035567
881,2024,DET,TE,00-0035572
882,2024,MIN,OL,00-0035588
883,2024,WAS,LB,00-0035591
884,2024,IND,WR,00-0035593
885,2024,CHI,RB,00-0035594
886,2024,LV,WR,00-0035602
887,2024,LA,LB,00-0035617
888,2024,CHI,WR,00-0035621
889,2024,TEN,OL,00-0035623
890,2024,SEA,TE,00-0035624
891,2024,CLE,DB,00-0035625
892,2024,JAX,RB,00-0035628
893,2024,ARI,OL,00-0035629
894,2024,ATL,OL,00-0035630
895,2024,CIN,TE,00-0035631
896,2024,TEN,DB,00-0035632
897,2024,GB,DB,00-0035633
898,2024,ARI,DL,00-0035636
899,2024,SF,DB,00-0035637
900,2024,PHI,WR,00-0035639
901,2024,SEA,WR,00-0035640
902,2024,JAX,DL,00-0035642
903,2024,TEN,DL,00-0035643
904,2024,SEA,TE,00-0035644
905,2024,NYG,WR,00-0035645
906,2024,NE,LB,00-0035646
907,2024,CHI,DL,00-0035647
908,2024,CHI,OL,00-0035649
909,2024,NO,DB,00-0035655
910,2024,NO,DL,00-0035656
911,2024,WAS,WR,00-0035659
912,2024,KC,WR,00-0035662
913,2024,BUF,DB,00-0035663
914,2024,IND,DB,00-0035665
915,2024,TB,DL,00-0035667
916,2024,BUF,OL,00-0035668
917,2024,CAR,DB,00-0035669
918,2024,DEN,LB,00-0035672
919,2024,MIN,DL,00-0035674
920,2024,PHI,WR,00-0035676
921,2024,SEA,DL,00-0035678
922,2024,BUF,OL,00-0035679
923,2024,NYJ,LB,00-0035680
924,2024,TB,DB,00-0035681
925,2024,NYG,DL,00-0035683
926,2024,DET,RB,00-0035685
927,2024,WAS,OL,00-0035686
928,2024,NYG,LB,00-0035687
929,2024,LAC,OL,00-0035688
930,2024,BUF,TE,00-0035689
931,2024,WAS,DL,00-0035692
932,2024,NO,DB,00-0035693
933,2024,BAL,DB,00-0035695
934,2024,NYG,DB,00-0035696
935,2024,CIN,LB,00-0035697
936,2024,DAL,OL,00-0035698
937,2024,TB,DB,00-0035699
938,2024,GB,RB,00-0035700
939,2024,SEA,WR,00-0035701
940,2024,MIN,OL,00-0035702
941,2024,SEA,WR,00-0035703
942,2024,NYG,QB,00-0035704
943,2024,ARI,DB,00-0035705
944,2024,HOU,LB,00-0035707
945,2024,NE,LB,00-0035708
946,2024,MIN,QB,00-0035710
947,2024,NYG,LB,00-0035713
948,2024,SF,DL,00-0035717
949,2024,NYJ,DL,00-0035718
950,2024,SF,WR,00-0035719
951,2024,NYG,RB,00-0035726
952,2024,PHI,OL,00-0035743
953,2024,LV,LS,00-0035757
954,2024,DEN,DL,00-0035763
955,2024,DEN,OL,00-0035764
956,2024,BAL,TE,00-0035769
957,2024,NE,TE,00-0035771
958,2024,JAX,DB,00-0035783
959,2024,PIT,DB,00-0035795
960,2024,DEN,LB,00-0035804
961,2024,NE,RB,00-0035806
962,2024,NO,DL,00-0035816
963,2024,PIT,P,00-0035821
964,2024,JAX,LS,00-0035827
965,2024,CHI,OL,00-0035829
966,2024,NO,RB,00-0035831
967,2024,MIA,DL,00-0035841
968,2024,BUF,DL,00-0035850
969,2024,ARI,OL,00-0035853
970,2024,CHI,DL,00-0035857
971,2024,ARI,P,00-0035859
972,2024,ARI,RB,00-0035860
973,2024,DET,DB,00-0035862
974,2024,CHI,DB,00-0035863
975,2024,ATL,WR,00-0035869
976,2024,ARI,WR,00-0035876
977,2024,HOU,P,00-0035889
978,2024,KC,DL,00-0035890
979,2024,SEA,WR,00-0035891
980,2024,JAX,OL,00-0035892
981,2024,CIN,LB,00-0035895
982,2024,KC,LB,00-0035900
983,2024,JAX,DL,00-0035903
984,2024,CIN,OL,00-0035904
985,2024,CAR,DL,00-0035910
986,2024,ARI,DL,00-0035916
987,2024,PIT,RB,00-0035924
988,2024,PIT,DL,00-0035927
989,2024,TB,DL,00-0035928
990,2024,DAL,OL,00-0035930
991,2024,LA,LB,00-0035933
992,2024,MIN,WR,00-0035934
993,2024,LA,LB,00-0035942
994,2024,DET,DL,00-0035944
995,2024,DET,DL,00-0035946
996,2024,CLE,TE,00-0035956
997,2024,ARI,LB,00-0035961
998,2024,PIT,DL,00-0035969
999,2024,SF,RB,00-0035973
1000,2024,CAR,WR,00-0035976
1001,2024,LV,LB,00-0035984
1002,2024,ARI,OL,00-0035992
1003,2024,MIA,QB,00-0035993
1004,2024,WAS,OL,00-0035997
1005,2024,NYG,DB,00-0036002
1006,2024,CAR,DL,00-0036007
1007,2024,PIT,DB,00-0036010
1008,2024,WAS,DB,00-0036011
1009,2024,CLE,OL,00-0036015
1010,2024,IND,RB,00-0036020
1011,2024,IND,TE,00-0036032
1012,2024,DAL,OL,00-0036036
1013,2024,CAR,DB,00-0036037
1014,2024,NO,TE,00-0036040
1015,2024,CAR,LB,00-0036045
1016,2024,WAS,DL,00-0036050
1017,2024,SEA,TE,00-0036059
1018,2024,NYJ,WR,00-0036080
1019,2024,BAL,DL,00-0036081
1020,2024,ATL,LS,00-0036082
1021,2024,CHI,LB,00-0036085
1022,2024,HOU,DB,00-0036087
1023,2024,CHI,OL,00-0036093
1024,2024,HOU,RB,00-0036096
1025,2024,PIT,LB,00-0036097
1026,2024,PIT,DB,00-0036101
1027,2024,ARI,OL,00-0036105
1028,2024,LA,DB,00-0036114
1029,2024,WAS,OL,00-0036120
1030,2024,CAR,OL,00-0036123
1031,2024,DET,DB,00-0036124
1032,2024,BAL,DL,00-0036130
1033,2024,TB,OL,00-0036132
1034,2024,CLE,WR,00-0036133
1035,2024,DAL,RB,00-0036139
1036,2024,NYG,TE,00-0036145
1037,2024,TEN,DB,00-0036147
1038,2024,PIT,DL,00-0036148
1039,2024,DET,DB,00-0036149
1040,2024,PHI,DL,00-0036151
1041,2024,ATL,DB,00-0036152
1042,2024,BAL,LB,00-0036157
1043,2024,LAC,RB,00-0036158
1044,2024,KC,LB,00-0036159
1045,2024,BUF,K,00-0036162
1046,2024,NO,OL,00-0036163
1047,2024,NYG,WR,00-0036165
1048,2024,CAR,DB,00-0036166
1049,2024,IND,OL,00-0036170
1050,2024,MIA,OL,00-0036171
1051,2024,NO,TE,00-0036173
1052,2024,TEN,WR,00-0036176
1053,2024,LAC,DL,00-0036181
1054,2024,TEN,WR,00-0036182
1055,2024,LV,WR,00-0036183
1056,2024,BUF,RB,00-0036187
1057,2024,BUF,DL,00-0036192
1058,2024,NE,LB,00-0036193
1059,2024,ARI,OL,00-0036195
1060,2024,JAX,WR,00-0036196
1061,2024,DET,QB,00-0036197
1062,2024,NE,OL,00-0036198
1063,2024,CIN,DB,00-0036199
1064,2024,JAX,OL,00-0036202
1065,2024,WAS,LB,00-0036203
1066,2024,ATL,DL,00-0036204
1067,2024,CAR,OL,00-0036210
1068,2024,MIA,QB,00-0036212
1069,2024,IND,DL,00-0036213
1070,2024,NYG,OL,00-0036214
1071,2024,IND,OL,00-0036215
1072,2024,MIA,LS,00-0036217
1073,2024,TB,WR,00-0036219
1074,2024,CAR,DL,00-0036220
1075,2024,DEN,DB,00-0036221
1076,2024,PHI,DB,00-0036222
1077,2024,IND,RB,00-0036223
1078,2024,MIN,LB,00-0036224
1079,2024,HOU,TE,00-0036225
1080,2024,NE,DB,00-0036231
1081,2024,LV,TE,00-0036232
1082,2024,DET,WR,00-0036233
1083,2024,LAC,LB,00-0036235
1084,2024,CLE,OL,00-0036236
1085,2024,LA,DL,00-0036237
1086,2024,SF,LB,00-0036239
1087,2024,TB,DB,00-0036241
1088,2024,LA,TE,00-0036244
1089,2024,NYG,OL,00-0036246
1090,2024,CHI,WR,00-0036247
1091,2024,MIA,OL,00-0036248
1092,2024,ARI,LB,00-0036249
1093,2024,GB,TE,00-0036250
1094,2024,CIN,RB,00-0036251
1095,2024,IND,WR,00-0036252
1096,2024,IND,DB,00-0036253
1097,2024,CHI,WR,00-0036254
1098,2024,PIT,WR,00-0036255
1099,2024,SF,OL,00-0036256
1100,2024,LA,OL,00-0036258
1101,2024,SF,WR,00-0036259
1102,2024,NYJ,DL,00-0036260
1103,2024,SF,WR,00-0036261
1104,2024,JAX,DL,00-0036262
1105,2024,GB,QB,00-0036264
1106,2024,GB,RB,00-0036265
1107,2024,SF,DL,00-0036266
1108,2024,CLE,OL,00-0036267
1109,2024,LAC,WR,00-0036268
1110,2024,PIT,RB,00-0036269
1111,2024,PIT,WR,00-0036271
1112,2024,SF,OL,00-0036272
1113,2024,NYJ,OL,00-0036273
1114,2024,HOU,DB,00-0036274
1115,2024,CHI,RB,00-0036275
1116,2024,HOU,LB,00-0036276
1117,2024,LA,WR,00-0036277
1118,2024,BAL,LB,00-0036280
1119,2024,PIT,DB,00-0036281
1120,2024,CLE,DB,00-0036282
1121,2024,PHI,OL,00-0036284
1122,2024,ATL,DB,00-0036285
1123,2024,LV,LB,00-0036286
1124,2024,WAS,DB,00-0036287
1125,2024,SF,LB,00-0036288
1126,2024,CHI,TE,00-0036290
1127,2024,TEN,DL,00-0036291
1128,2024,CHI,DB,00-0036292
1129,2024,WAS,DB,00-0036293
1130,2024,CIN,LB,00-0036294
1131,2024,ATL,OL,00-0036295
1132,2024,CHI,RB,00-0036297
1133,2024,CIN,LB,00-0036298
1134,2024,DAL,DB,00-0036299
1135,2024,WAS,LB,00-0036300
1136,2024,NE,DB,00-0036302
1137,2024,PIT,DB,00-0036303
1138,2024,SEA,LB,00-0036305
1139,2024,JAX,DB,00-0036306
1140,2024,DET,DB,00-0036307
1141,2024,ATL,WR,00-0036309
1142,2024,CLE,OL,00-0036310
1143,2024,CAR,QB,00-0036312
1144,2024,PHI,P,00-0036313
1145,2024,ARI,LB,00-0036314
1146,2024,NYG,DB,00-0036315
1147,2024,TEN,OL,00-0036317
1148,2024,TEN,OL,00-0036318
1149,2024,NO,DL,00-0036321
1150,2024,MIN,WR,00-0036322
1151,2024,PIT,LB,00-0036323
1152,2024,CAR,OL,00-0036325
1153,2024,BUF,WR,00-0036326
1154,2024,JAX,OL,00-0036327
1155,2024,NE,RB,00-0036328
1156,2024,NYJ,DB,00-0036329
1157,2024,JAX,WR,00-0036331
1158,2024,JAX,TE,00-0036332
1159,2024,PIT,LB,00-0036333
1160,2024,TEN,OL,00-0036334
1161,2024,CAR,LB,00-0036335
1162,2024,MIA,RB,00-0036336
1163,2024,TEN,DL,00-0036337
1164,2024,LAC,LB,00-0036338
1165,2024,LA,OL,00-0036339
1166,2024,ATL,DL,00-0036341
1167,2024,ARI,OL,00-0036342
1168,2024,CLE,LB,00-0036343
1169,2024,ATL,DB,00-0036344
1170,2024,NE,WR,00-0036345
1171,2024,MIN,OL,00-0036347
1172,2024,MIN,DB,00-0036348
1173,2024,LA,DB,00-0036349
1174,2024,ATL,DL,00-0036351
1175,2024,CIN,DL,00-0036352
1176,2024,ATL,OL,00-0036354
1177,2024,LAC,QB,00-0036355
1178,2024,NYG,LB,00-0036356
1179,2024,DAL,WR,00-0036358
1180,2024,KC,RB,00-0036360
1181,2024,DAL,DB,00-0036361
1182,2024,NO,LB,00-0036362
1183,2024,BAL,OL,00-0036363
1184,2024,LA,DL,00-0036366
1185,2024,KC,OL,00-0036367
1186,2024,JAX,LB,00-0036368
1187,2024,NYJ,OL,00-0036369
1188,2024,TEN,RB,00-0036370
1189,2024,NYJ,DL,00-0036371
1190,2024,TEN,DB,00-0036374
1191,2024,DET,DB,00-0036375
1192,2024,WAS,OL,00-0036376
1193,2024,KC,DL,00-0036378
1194,2024,ATL,DL,00-0036379
1195,2024,LAC,DB,00-0036380
1196,2024,BUF,QB,00-0036384
1197,2024,NYG,OL,00-0036386
1198,2024,LAC,WR,00-0036387
1199,2024,GB,DB,00-0036388
1200,2024,PHI,QB,00-0036389
1201,2024,ARI,DB,00-0036390
1202,2024,TEN,OL,00-0036391
1203,2024,DEN,OL,00-0036392
1204,2024,LV,DB,00-0036394
1205,2024,SEA,DB,00-0036395
1206,2024,PHI,OL,00-0036396
1207,2024,NO,OL,00-0036397
1208,2024,DET,OL,00-0036399
1209,2024,MIA,LB,00-0036400
1210,2024,HOU,LB,00-0036401
1211,2024,NYG,LB,00-0036402
1212,2024,BUF,DL,00-0036403
1213,2024,TB,OL,00-0036406
1214,2024,CLE,WR,00-0036407
1215,2024,NO,OL,00-0036408
1216,2024,MIA,LB,00-0036409
1217,2024,CIN,WR,00-0036410
1218,2024,TB,DB,00-0036411
1219,2024,BUF,WR,00-0036412
1220,2024,CHI,DL,00-0036413
1221,2024,MIN,RB,00-0036414
1222,2024,PIT,WR,00-0036415
1223,2024,LAC,DB,00-0036416
1224,2024,CAR,OL,00-0036417
1225,2024,PHI,LB,00-0036418
1226,2024,PHI,LB,00-0036419
1227,2024,TEN,DL,00-0036420
1228,2024,BUF,DB,00-0036421
1229,2024,DEN,TE,00-0036422
1230,2024,PHI,TE,00-0036423
1231,2024,ARI,RB,00-0036425
1232,2024,LA,WR,00-0036427
1233,2024,DEN,LB,00-0036428
1234,2024,ATL,TE,00-0036429
1235,2024,SF,DL,00-0036430
1236,2024,CAR,DB,00-0036431
1237,2024,WAS,LB,00-0036434
1238,2024,HOU,OL,00-0036437
1239,2024,CAR,TE,00-0036438
1240,2024,IND,WR,00-0036439
1241,2024,TEN,LB,00-0036441
1242,2024,CIN,QB,00-0036442
1243,2024,CLE,LS,00-0036443
1244,2024,DET,DL,00-0036447
1245,2024,SF,OL,00-0036448
1246,2024,SF,RB,00-0036450
1247,2024,CAR,TE,00-0036456
1248,2024,ATL,WR,00-0036463
1249,2024,MIA,WR,00-0036471
1250,2024,MIN,TE,00-0036474
1251,2024,IND,DL,00-0036479
1252,2024,IND,DL,00-0036480
1253,2024,WAS,WR,00-0036482
1254,2024,IND,OL,00-0036483
1255,2024,MIA,WR,00-0036491
1256,2024,NYJ,RB,00-0036493
1257,2024,JAX,WR,00-0036497
1258,2024,NYJ,LB,00-0036500
1259,2024,NYJ,DB,00-0036501
1260,2024,NYG,DB,00-0036502
1261,2024,NYJ,DB,00-0036504
1262,2024,JAX,DL,00-0036505
1263,2024,CHI,DL,00-0036507
1264,2024,NYJ,TE,00-0036510
1265,2024,ARI,LB,00-0036511
1266,2024,PIT,OL,00-0036522
1267,2024,LV,WR,00-0036527
1268,2024,DET,TE,00-0036534
1269,2024,DEN,OL,00-0036535
1270,2024,IND,DL,00-0036537
1271,2024,TB,P,00-0036539
1272,2024,ATL,RB,00-0036543
1273,2024,BAL,WR,00-0036550
1274,2024,SF,OL,00-0036551
1275,2024,NYG,DL,00-0036552
1276,2024,NYG,LB,00-0036553
1277,2024,HOU,WR,00-0036554
1278,2024,CAR,RB,00-0036555
1279,2024,HOU,TE,00-0036556
1280,2024,SF,OL,00-0036557
1281,2024,MIA,DL,00-0036558
1282,2024,LAC,DB,00-0036559
1283,2024,BUF,OL,00-0036560
1284,2024,KC,DB,00-0036561
1285,2024,SF,DB,00-0036563
1286,2024,SF,DB,00-0036564
1287,2024,LAC,TE,00-0036565
1288,2024,SF,RB,00-0036567
1289,2024,ARI,DL,00-0036568
1290,2024,CIN,RB,00-0036569
1291,2024,DET,DB,00-0036573
1292,2024,DAL,DL,00-0036576
1293,2024,CAR,OL,00-0036577
1294,2024,GB,RB,00-0036582
1295,2024,LAC,OL,00-0036584
1296,2024,BAL,DB,00-0036587
1297,2024,SF,DB,00-0036589
1298,2024,BUF,TE,00-0036590
1299,2024,MIA,OL,00-0036596
1300,2024,LA,OL,00-0036603
1301,2024,LV,OL,00-0036604
1302,2024,SEA,OL,00-0036605
1303,2024,DET,OL,00-0036609
1304,2024,CIN,DL,00-0036611
1305,2024,MIA,WR,00-0036613
1306,2024,MIN,LB,00-0036614
1307,2024,CAR,DB,00-0036615
1308,2024,MIN,OL,00-0036616
1309,2024,LAC,DB,00-0036617
1310,2024,WAS,OL,00-0036618
1311,2024,TEN,OL,00-0036619
1312,2024,MIA,WR,00-0036620
1313,2024,KC,LB,00-0036621
1314,2024,GB,OL,00-0036622
1315,2024,KC,OL,00-0036623
1316,2024,DET,DL,00-0036624
1317,2024,WAS,DB,00-0036625
1318,2024,WAS,WR,00-0036626
1319,2024,LAC,WR,00-0036627
1320,2024,WAS,TE,00-0036628
1321,2024,MIN,DB,00-0036629
1322,2024,BAL,WR,00-0036630
1323,2024,TB,OL,00-0036631
1324,2024,PHI,DB,00-0036633
1325,2024,LA,LB,00-0036634
1326,2024,NYG,WR,00-0036635
1327,2024,LAC,OL,00-0036636
1328,2024,KC,TE,00-0036637
1329,2024,WAS,DB,00-0036638
1330,2024,BUF,TE,00-0036640
1331,2024,GB,DL,00-0036642
1332,2024,TB,LB,00-0036643
1333,2024,IND,LB,00-0036644
1334,2024,NO,DB,00-0036645
1335,2024,LAC,WR,00-0036646
1336,2024,SEA,WR,00-0036647
1337,2024,LAC,LB,00-0036648
1338,2024,SEA,DL,00-0036649
1339,2024,NYJ,DL,00-0036651
1340,2024,DAL,WR,00-0036652
1341,2024,SEA,OL,00-0036653
1342,2024,CHI,RB,00-0036654
1343,2024,JAX,OL,00-0036655
1344,2024,CLE,DB,00-0036656
1345,2024,DAL,WR,00-0036657
1346,2024,GB,LB,00-0036658
1347,2024,KC,OL,00-0036660
1348,2024,DAL,DB,00-0036661
1349,2024,DET,OL,00-0036663
1350,2024,MIA,DL,00-0036664
1351,2024,CAR,DB,00-0036667
1352,2024,PIT,DL,00-0036668
1353,2024,DET,RB,00-0036670
1354,2024,CAR,WR,00-0036671
1355,2024,IND,LB,00-0036672
1356,2024,JAX,TE,00-0036674
1357,2024,PHI,WR,00-0036676
1358,2024,GB,DB,00-0036677
1359,2024,LAC,DB,00-0036678
1360,2024,BUF,QB,00-0036679
1361,2024,KC,DL,00-0036682
1362,2024,DEN,DB,00-0036683
1363,2024,PIT,DB,00-0036688
1364,2024,LA,TE,00-0036692
1365,2024,ARI,DL,00-0036695
1366,2024,JAX,LB,00-0036704
1367,2024,CLE,LB,00-0036705
1368,2024,LV,DL,00-0036711
1369,2024,CHI,LB,00-0036716
1370,2024,NO,DB,00-0036724
1371,2024,NO,RB,00-0036727
1372,2024,SF,LB,00-0036728
1373,2024,DET,OL,00-0036736
1374,2024,MIA,TE,00-0036741
1375,2024,ARI,TE,00-0036753
1376,2024,DET,TE,00-0036754
1377,2024,LAC,RB,00-0036755
1378,2024,CLE,DB,00-0036764
1379,2024,NYJ,LB,00-0036769
1380,2024,NYJ,WR,00-0036775
1381,2024,DEN,TE,00-0036779
1382,2024,PIT,OL,00-0036783
1383,2024,MIN,OL,00-0036785
1384,2024,LA,DL,00-0036788
1385,2024,CHI,OL,00-0036795
1386,2024,CAR,LB,00-0036802
1387,2024,NE,LB,00-0036813
1388,2024,ATL,K,00-0036816
1389,2024,CAR,TE,00-0036825
1390,2024,NE,LB,00-0036831
1391,2024,ATL,OL,00-0036833
1392,2024,MIA,OL,00-0036839
1393,2024,JAX,WR,00-0036841
1394,2024,NYJ,RB,00-0036842
1395,2024,PIT,DL,00-0036843
1396,2024,TEN,LB,00-0036844
1397,2024,SF,P,00-0036847
1398,2024,LA,WR,00-0036849
1399,2024,CIN,DL,00-0036850
1400,2024,CIN,OL,00-0036852
1401,2024,KC,DB,00-0036853
1402,2024,CIN,K,00-0036854
1403,2024,TB,DL,00-0036855
1404,2024,CIN,OL,00-0036856
1405,2024,CIN,RB,00-0036857
1406,2024,CLE,WR,00-0036858
1407,2024,NYG,OL,00-0036859
1408,2024,JAX,RB,00-0036860
1409,2024,PIT,WR,00-0036862
1410,2024,ARI,LB,00-0036863
1411,2024,MIA,OL,00-0036865
1412,2024,CLE,OL,00-0036866
1413,2024,LAC,DL,00-0036867
1414,2024,PIT,OL,00-0036869
1415,2024,DAL,LB,00-0036870
1416,2024,LV,DB,00-0036871
1417,2024,NE,DB,00-0036872
1418,2024,DEN,DB,00-0036874
1419,2024,NE,RB,00-0036875
1420,2024,IND,TE,00-0036876
1421,2024,CLE,WR,00-0036877
1422,2024,SEA,WR,00-0036877
1423,2024,LV,DL,00-0036878
1424,2024,IND,QB,00-0036879
1425,2024,DET,OL,00-0036880
1426,2024,CIN,DL,00-0036881
1427,2024,HOU,DL,00-0036883
1428,2024,CIN,DB,00-0036884
1429,2024,SEA,DB,00-0036885
1430,2024,DAL,OL,00-0036886
1431,2024,JAX,TE,00-0036887
1432,2024,BUF,DB,00-0036888
1433,2024,LAC,OL,00-0036892
1434,2024,PIT,RB,00-0036893
1435,2024,PIT,TE,00-0036894
1436,2024,CLE,LB,00-0036895
1437,2024,ARI,LB,00-0036896
1438,2024,TEN,DB,00-0036897
1439,2024,HOU,QB,00-0036898
1440,2024,NYG,DB,00-0036899
1441,2024,CIN,WR,00-0036900
1442,2024,GB,DB,00-0036901
1443,2024,CIN,DL,00-0036902
1444,2024,LA,DL,00-0036903
1445,2024,GB,DB,00-0036904
1446,2024,CHI,OL,00-0036905
1447,2024,CIN,RB,00-0036906
1448,2024,PIT,DB,00-0036908
1449,2024,ARI,DL,00-0036909
1450,2024,PHI,WR,00-0036912
1451,2024,CLE,WR,00-0036913
1452,2024,BUF,DL,00-0036914
1453,2024,CLE,LB,00-0036915
1454,2024,PHI,DL,00-0036916
1455,2024,JAX,DB,00-0036917
1456,2024,PHI,WR,00-0036918
1457,2024,PHI,RB,00-0036919
1458,2024,KC,DL,00-0036920
1459,2024,PHI,LB,00-0036921
1460,2024,NYG,LB,00-0036922
1461,2024,ARI,RB,00-0036924
1462,2024,NO,DL,00-0036926
1463,2024,NO,LB,00-0036927
1464,2024,TB,QB,00-0036928
1465,2024,KC,QB,00-0036929
1466,2024,NO,OL,00-0036930
1467,2024,DAL,DL,00-0036932
1468,2024,ARI,LB,00-0036933
1469,2024,MIA,LB,00-0036934
1470,2024,MIN,DB,00-0036935
1471,2024,ATL,WR,00-0036936
1472,2024,NO,DB,00-0036937
1473,2024,HOU,LB,00-0036938
1474,2024,NE,WR,00-0036939
1475,2024,BAL,LB,00-0036940
1476,2024,JAX,DB,00-0036941
1477,2024,DAL,DL,00-0036942
1478,2024,DEN,LS,00-0036943
1479,2024,CAR,DB,00-0036944
1480,2024,PIT,QB,00-0036945
1481,2024,NYG,OL,00-0036947
1482,2024,ATL,DL,00-0036948
1483,2024,PIT,LB,00-0036949
1484,2024,ATL,RB,00-0036950
1485,2024,DEN,LB,00-0036952
1486,2024,CHI,OL,00-0036953
1487,2024,DET,DL,00-0036954
1488,2024,LV,WR,00-0036955
1489,2024,IND,DB,00-0036956
1490,2024,ATL,OL,00-0036957
1491,2024,DEN,WR,00-0036959
1492,2024,ATL,DB,00-0036961
1493,2024,LV,DB,00-0036962
1494,2024,DET,WR,00-0036963
1495,2024,DET,LB,00-0036964
1496,2024,ATL,OL,00-0036966
1497,2024,TB,LB,00-0036967
1498,2024,CAR,OL,00-0036968
1499,2024,ATL,TE,00-0036970
1500,2024,JAX,QB,00-0036971
1501,2024,JAX,QB,00-0036972
1502,2024,JAX,RB,00-0036973
1503,2024,JAX,DB,00-0036974
1504,2024,JAX,OL,00-0036975
1505,2024,BUF,OL,00-0036976
1506,2024,BAL,OL,00-0036977
1507,2024,ARI,LB,00-0036978
1508,2024,NYJ,OL,00-0036979
1509,2024,CLE,WR,00-0036980
1510,2024,NE,DL,00-0036981
1511,2024,DAL,DL,00-0036982
1512,2024,HOU,OL,00-0036983
1513,2024,IND,RB,00-0036984
1514,2024,TB,OL,00-0036985
1515,2024,MIN,DB,00-0036986
1516,2024,BAL,DB,00-0036987
1517,2024,LAC,WR,00-0036988
1518,2024,LV,DL,00-0036989
1519,2024,LV,LB,00-0036990
1520,2024,LAC,DB,00-0036992
1521,2024,DET,DB,00-0036993
1522,2024,SEA,LB,00-0036994
1523,2024,ARI,LB,00-0036995
1524,2024,CLE,DB,00-0036996
1525,2024,DEN,RB,00-0036997
1526,2024,MIA,DB,00-0036998
1527,2024,MIA,WR,00-0036999
1528,2024,NE,LB,00-0037000
1529,2024,DEN,OL,00-0037001
1530,2024,PHI,OL,00-0037002
1531,2024,NYJ,LB,00-0037003
1532,2024,LA,TE,00-0037004
1533,2024,CAR,TE,00-0037005
1534,2024,CLE,OL,00-0037006
1535,2024,MIN,LB,00-0037007
1536,2024,SF,DB,00-0037008
1537,2024,LAC,OL,00-0037009
1538,2024,MIA,OL,00-0037010
1539,2024,BUF,TE,00-0037011
1540,2024,DAL,QB,00-0037012
1541,2024,DEN,QB,00-0037013
1542,2024,TB,TE,00-0037015
1543,2024,ARI,TE,00-0037020
1544,2024,NO,TE,00-0037022
1545,2024,LA,TE,00-0037031
