,season,team,position,player_id
1546,2024,ATL,DB,00-0037034
1547,2024,CLE,OL,00-0037040
1548,2024,WAS,DL,00-0037041
1549,2024,CAR,LB,00-0037043
1550,2024,NYG,DL,00-0037051
1551,2024,PIT,WR,00-0037055
1552,2024,LA,LB,00-0037057
1553,2024,JAX,DL,00-0037061
1554,2024,JAX,QB,00-0037068
1555,2024,ATL,DB,00-0037070
1556,2024,PHI,DL,00-0037073
1557,2024,GB,LB,00-0037074
1558,2024,GB,DL,00-0037075
1559,2024,GB,OL,00-0037076
1560,2024,SEA,QB,00-0037077
1561,2024,WAS,TE,00-0037078
1562,2024,SEA,DB,00-0037079
1563,2024,SEA,LB,00-0037080
1564,2024,CHI,OL,00-0037081
1565,2024,CHI,DL,00-0037082
1566,2024,GB,DL,00-0037083
1567,2024,TEN,LB,00-0037084
1568,2024,DEN,RB,00-0037085
1569,2024,PHI,TE,00-0037086
1570,2024,CHI,OL,00-0037088
1571,2024,CAR,OL,00-0037089
1572,2024,GB,WR,00-0037091
1573,2024,WAS,OL,00-0037092
1574,2024,SEA,WR,00-0037093
1575,2024,GB,DL,00-0037094
1576,2024,NYG,DB,00-0037095
1577,2024,CHI,DB,00-0037096
1578,2024,TB,P,00-0037097
1579,2024,CHI,WR,00-0037098
1580,2024,CHI,DB,00-0037106
1581,2024,CHI,LB,00-0037109
1582,2024,SF,TE,00-0037112
1583,2024,IND,RB,00-0037120
1584,2024,NE,OL,00-0037122
1585,2024,CHI,DB,00-0037129
1586,2024,PHI,DB,00-0037130
1587,2024,PHI,WR,00-0037132
1588,2024,NYG,DB,00-0037136
1589,2024,SEA,DB,00-0037137
1590,2024,IND,OL,00-0037138
1591,2024,ARI,DB,00-0037141
1592,2024,SEA,DL,00-0037149
1593,2024,SEA,DL,00-0037152
1594,2024,TB,LB,00-0037153
1595,2024,NYJ,DB,00-0037155
1596,2024,NYJ,WR,00-0037156
1597,2024,NYJ,RB,00-0037157
1598,2024,NE,OL,00-0037167
1599,2024,ATL,TE,00-0037168
1600,2024,MIA,WR,00-0037172
1601,2024,ARI,QB,00-0037175
1602,2024,PIT,LB,00-0037179
1603,2024,BAL,DL,00-0037181
1604,2024,SEA,LB,00-0037184
1605,2024,TB,WR,00-0037185
1606,2024,NYJ,DB,00-0037190
1607,2024,KC,DB,00-0037191
1608,2024,KC,DL,00-0037192
1609,2024,KC,DB,00-0037193
1610,2024,PHI,OL,00-0037194
1611,2024,KC,DB,00-0037195
1612,2024,GB,OL,00-0037196
1613,2024,KC,RB,00-0037197
1614,2024,KC,DB,00-0037198
1615,2024,CAR,DL,00-0037203
1616,2024,NE,DB,00-0037205
1617,2024,KC,OL,00-0037207
1618,2024,KC,LB,00-0037208
1619,2024,ATL,LB,00-0037213
1620,2024,NO,LB,00-0037215
1621,2024,KC,WR,00-0037216
1622,2024,NE,DB,00-0037222
1623,2024,LAC,K,00-0037224
1624,2024,CHI,OL,00-0037225
1625,2024,PIT,RB,00-0037228
1626,2024,CAR,OL,00-0037229
1627,2024,NO,WR,00-0037231
1628,2024,KC,TE,00-0037233
1629,2024,JAX,DL,00-0037235
1630,2024,DET,DL,00-0037236
1631,2024,HOU,DB,00-0037237
1632,2024,ATL,WR,00-0037238
1633,2024,NO,WR,00-0037239
1634,2024,DET,WR,00-0037240
1635,2024,NO,OL,00-0037241
1636,2024,BUF,DB,00-0037242
1637,2024,DAL,OL,00-0037243
1638,2024,JAX,LB,00-0037244
1639,2024,BUF,DB,00-0037245
1640,2024,HOU,DB,00-0037246
1641,2024,PIT,WR,00-0037247
1642,2024,BUF,RB,00-0037248
1643,2024,DEN,LB,00-0037249
1644,2024,CLE,DB,00-0037250
1645,2024,CLE,DL,00-0037251
1646,2024,NYG,TE,00-0037252
1647,2024,NE,DB,00-0037253
1648,2024,BUF,LB,00-0037254
1649,2024,LV,OL,00-0037255
1650,2024,TB,RB,00-0037256
1651,2024,CLE,WR,00-0037257
1652,2024,HOU,RB,00-0037258
1653,2024,NYG,LB,00-0037259
1654,2024,NYG,DL,00-0037260
1655,2024,BUF,WR,00-0037261
1656,2024,PHI,DL,00-0037262
1657,2024,ATL,RB,00-0037263
1658,2024,DEN,DB,00-0037264
1659,2024,DAL,RB,00-0037265
1660,2024,DAL,OL,00-0037266
1661,2024,CLE,RB,00-0037267
1662,2024,TB,DB,00-0037268
1663,2024,NE,DL,00-0037269
1664,2024,LAC,DL,00-0037270
1665,2024,NO,LB,00-0037271
1666,2024,KC,WR,00-0037272
1667,2024,PHI,WR,00-0037273
1668,2024,JAX,DL,00-0037274
1669,2024,DAL,DB,00-0037275
1670,2024,MIN,RB,00-0037276
1671,2024,HOU,TE,00-0037277
1672,2024,DEN,OL,00-0037278
1673,2024,NYG,OL,00-0037279
1674,2024,LV,DL,00-0037280
1675,2024,DAL,LB,00-0037281
1676,2024,DET,TE,00-0037282
1677,2024,NO,DL,00-0037283
1678,2024,KC,P,00-0037284
1679,2024,NYG,LB,00-0037285
1680,2024,NE,RB,00-0037286
1681,2024,NE,OL,00-0037287
1682,2024,BUF,DB,00-0037288
1683,2024,DET,LB,00-0037289
1684,2024,MIN,WR,00-0037291
1685,2024,IND,TE,00-0037292
1686,2024,PIT,LB,00-0037293
1687,2024,DEN,DL,00-0037294
1688,2024,LAC,OL,00-0037295
1689,2024,HOU,DB,00-0037296
1690,2024,CAR,OL,00-0037297
1691,2024,CAR,DL,00-0037298
1692,2024,KC,RB,00-0037299
1693,2024,CLE,WR,00-0037300
1694,2024,MIN,DB,00-0037301
1695,2024,NO,OL,00-0037302
1696,2024,DEN,DL,00-0037303
1697,2024,PIT,TE,00-0037304
1698,2024,ARI,OL,00-0037305
1699,2024,GB,TE,00-0037306
1700,2024,LAC,DB,00-0037307
1701,2024,NE,OL,00-0037308
1702,2024,CLE,DL,00-0037310
1703,2024,TB,TE,00-0037311
1704,2024,TEN,LB,00-0037312
1705,2024,JAX,DB,00-0037313
1706,2024,DET,LB,00-0037314
1707,2024,MIA,LB,00-0037315
1708,2024,PIT,LB,00-0037316
1709,2024,MIN,TE,00-0037317
1710,2024,BUF,LB,00-0037318
1711,2024,SEA,DB,00-0037319
1712,2024,LAC,DB,00-0037320
1713,2024,SF,DB,00-0037321
1714,2024,LV,OL,00-0037322
1715,2024,IND,DB,00-0037323
1716,2024,KC,QB,00-0037324
1717,2024,PIT,DB,00-0037325
1718,2024,MIA,QB,00-0037327
1719,2024,SEA,RB,00-0037329
1720,2024,ARI,LB,00-0037330
1721,2024,MIA,RB,00-0037331
1722,2024,CLE,DB,00-0037332
1723,2024,MIA,WR,00-0037334
1724,2024,DAL,OL,00-0037336
1725,2024,LA,DB,00-0037337
1726,2024,BAL,TE,00-0037340
1727,2024,KC,DL,00-0037346
1728,2024,MIA,WR,00-0037348
1729,2024,NE,OL,00-0037349
1730,2024,MIA,DB,00-0037353
1731,2024,ARI,DB,00-0037354
1732,2024,NE,WR,00-0037355
1733,2024,ARI,DL,00-0037356
1734,2024,LV,DL,00-0037363
1735,2024,GB,DL,00-0037364
1736,2024,PIT,DB,00-0037373
1737,2024,LAC,DL,00-0037375
1738,2024,PIT,DB,00-0037377
1739,2024,DEN,WR,00-0037380
1740,2024,SF,OL,00-0037381
1741,2024,PIT,WR,00-0037382
1742,2024,LV,LB,00-0037383
1743,2024,DEN,DB,00-0037384
1744,2024,DET,OL,00-0037385
1745,2024,BUF,WR,00-0037387
1746,2024,IND,DB,00-0037392
1747,2024,TEN,LB,00-0037393
1748,2024,IND,WR,00-0037394
1749,2024,TB,DB,00-0037395
1750,2024,IND,OL,00-0037396
1751,2024,NO,WR,00-0037398
1752,2024,BUF,OL,00-0037404
1753,2024,NYG,RB,00-0037410
1754,2024,CIN,LS,00-0037412
1755,2024,NE,OL,00-0037413
1756,2024,CIN,OL,00-0037414
1757,2024,CIN,DB,00-0037415
1758,2024,ARI,DB,00-0037418
1759,2024,CIN,WR,00-0037420
1760,2024,CIN,WR,00-0037422
1761,2024,BUF,OL,00-0037428
1762,2024,CAR,RB,00-0037429
1763,2024,BUF,DL,00-0037431
1764,2024,NYJ,OL,00-0037440
1765,2024,BUF,OL,00-0037441
1766,2024,NYG,LB,00-0037447
1767,2024,LV,RB,00-0037450
1768,2024,PIT,TE,00-0037451
1769,2024,HOU,RB,00-0037456
1770,2024,HOU,LB,00-0037457
1771,2024,HOU,DL,00-0037459
1772,2024,HOU,WR,00-0037460
1773,2024,PHI,DB,00-0037461
1774,2024,NYG,DB,00-0037468
1775,2024,ATL,LB,00-0037469
1776,2024,LAC,DL,00-0037474
1777,2024,LAC,TE,00-0037475
1778,2024,PIT,OL,00-0037480
1779,2024,LA,LB,00-0037481
1780,2024,PIT,DB,00-0037484
1781,2024,CAR,WR,00-0037487
1782,2024,TB,LB,00-0037491
1783,2024,TEN,DB,00-0037493
1784,2024,SEA,RB,00-0037495
1785,2024,DAL,LB,00-0037499
1786,2024,MIN,P,00-0037500
1787,2024,LV,LB,00-0037503
1788,2024,LV,TE,00-0037506
1789,2024,MIN,WR,00-0037508
1790,2024,LV,RB,00-0037509
1791,2024,LV,DB,00-0037512
1792,2024,LA,LB,00-0037515
1793,2024,LV,DB,00-0037516
1794,2024,LV,LB,00-0037517
1795,2024,SF,DB,00-0037521
1796,2024,TEN,WR,00-0037524
1797,2024,SF,RB,00-0037525
1798,2024,NYJ,LB,00-0037526
1799,2024,IND,LB,00-0037527
1800,2024,PHI,OL,00-0037529
1801,2024,CLE,DB,00-0037536
1802,2024,SF,OL,00-0037537
1803,2024,DEN,TE,00-0037539
1804,2024,MIN,K,00-0037542
1805,2024,NO,LB,00-0037544
1806,2024,NO,WR,00-0037545
1807,2024,GB,P,00-0037547
1808,2024,TEN,DB,00-0037549
1809,2024,SF,WR,00-0037553
1810,2024,LA,RB,00-0037557
1811,2024,CAR,LB,00-0037560
1812,2024,DAL,DB,00-0037561
1813,2024,DAL,RB,00-0037563
1814,2024,KC,TE,00-0037569
1815,2024,TB,WR,00-0037570
1816,2024,ATL,LB,00-0037571
1817,2024,NYJ,OL,00-0037572
1818,2024,CAR,DB,00-0037573
1819,2024,DAL,DB,00-0037578
1820,2024,LAC,DB,00-0037583
1821,2024,NYG,DL,00-0037585
1822,2024,ATL,LB,00-0037587
1823,2024,ATL,OL,00-0037590
1824,2024,TEN,OL,00-0037591
1825,2024,PHI,LB,00-0037592
1826,2024,TEN,DB,00-0037593
1827,2024,TEN,RB,00-0037594
1828,2024,TEN,LB,00-0037596
1829,2024,NE,OL,00-0037600
1830,2024,NYJ,OL,00-0037601
1831,2024,SF,DL,00-0037602
1832,2024,HOU,DL,00-0037603
1833,2024,TEN,OL,00-0037605
1834,2024,TEN,P,00-0037607
1835,2024,NYJ,DB,00-0037608
1836,2024,PIT,RB,00-0037609
1837,2024,TB,P,00-0037610
1838,2024,NYG,LB,00-0037611
1839,2024,NYG,OL,00-0037612
1840,2024,HOU,OL,00-0037613
1841,2024,HOU,WR,00-0037614
1842,2024,PHI,LB,00-0037615
1843,2024,IND,DB,00-0037616
1844,2024,LAC,RB,00-0037617
1845,2024,HOU,OL,00-0037618
1846,2024,MIA,OL,00-0037619
1847,2024,CIN,OL,00-0037620
1848,2024,NO,DL,00-0037621
1849,2024,NYJ,OL,00-0037625
1850,2024,TB,DL,00-0037627
1851,2024,LA,LB,00-0037633
1852,2024,NYG,LB,00-0037638
1853,2024,BAL,LB,00-0037639
1854,2024,LAC,TE,00-0037654
1855,2024,ATL,DL,00-0037660
1856,2024,BUF,DB,00-0037661
1857,2024,TB,DL,00-0037662
1858,2024,NYJ,LB,00-0037663
1859,2024,IND,WR,00-0037664
1860,2024,DAL,DL,00-0037665
1861,2024,DAL,WR,00-0037666
1862,2024,DET,DB,00-0037667
1863,2024,ATL,DB,00-0037670
1864,2024,JAX,LS,00-0037686
1865,2024,DAL,K,00-0037692
1866,2024,DET,WR,00-0037708
1867,2024,NE,DL,00-0037711
1868,2024,NE,TE,00-0037724
1869,2024,NYJ,WR,00-0037740
1870,2024,PHI,WR,00-0037741
1871,2024,TEN,WR,00-0037742
1872,2024,CIN,DB,00-0037743
1873,2024,ARI,TE,00-0037744
1874,2024,JAX,WR,00-0037745
1875,2024,WAS,RB,00-0037746
1876,2024,BAL,DB,00-0037747
1877,2024,GB,OL,00-0037748
1878,2024,CIN,DB,00-0037752
1879,2024,CIN,DB,00-0037753
1880,2024,TEN,OL,00-0037754
1881,2024,IND,TE,00-0037755
1882,2024,BAL,DL,00-0037756
1883,2024,IND,OL,00-0037757
1884,2024,NYG,DB,00-0037758
1885,2024,PIT,DL,00-0037759
1886,2024,CIN,DL,00-0037760
1887,2024,DEN,LB,00-0037799
1888,2024,DAL,WR,00-0037801
1889,2024,LV,DL,00-0037804
1890,2024,NYJ,TE,00-0037805
1891,2024,NYG,OL,00-0037807
1892,2024,ATL,LB,00-0037808
1893,2024,TEN,TE,00-0037809
1894,2024,ATL,LB,00-0037810
1895,2024,JAX,LB,00-0037811
1896,2024,SEA,OL,00-0037812
1897,2024,MIA,LB,00-0037813
1898,2024,JAX,OL,00-0037814
1899,2024,CLE,DL,00-0037815
1900,2024,GB,WR,00-0037816
1901,2024,GB,OL,00-0037817
1902,2024,LAC,OL,00-0037818
1903,2024,KC,LB,00-0037819
1904,2024,SEA,OL,00-0037821
1905,2024,MIN,LB,00-0037822
1906,2024,HOU,LB,00-0037823
1907,2024,BAL,OL,00-0037825
1908,2024,SF,DL,00-0037826
1909,2024,PHI,RB,00-0037827
1910,2024,PHI,WR,00-0037828
1911,2024,SF,OL,00-0037829
1912,2024,IND,DB,00-0037830
1913,2024,SF,OL,00-0037831
1914,2024,SF,DL,00-0037832
1915,2024,PHI,DB,00-0037833
1916,2024,SF,QB,00-0037834
1917,2024,TB,OL,00-0037835
1918,2024,TEN,OL,00-0037836
1919,2024,PIT,WR,00-0037837
1920,2024,BAL,TE,00-0037838
1921,2024,LA,DB,00-0037839
1922,2024,LA,RB,00-0037840
1923,2024,LA,DB,00-0037841
1924,2024,LA,DB,00-0037842
1925,2024,CHI,DL,00-0037843
1926,2024,HOU,DB,00-0037844
1927,2024,LA,OL,00-0037845
1928,2024,SEA,DB,00-0037984
1929,2024,BAL,DB,00-0038038
1930,2024,LV,DB,00-0038039
1931,2024,LV,RB,00-0038040
1932,2024,DAL,TE,00-0038041
1933,2024,TB,P,00-0038042
1934,2024,KC,DB,00-0038043
1935,2024,LAC,RB,00-0038045
1936,2024,BAL,TE,00-0038046
1937,2024,WAS,OL,00-0038073
1938,2024,KC,WR,00-0038090
1939,2024,CHI,DB,00-0038091
1940,2024,MIA,WR,00-0038092
1941,2024,MIA,DL,00-0038093
1942,2024,BAL,P,00-0038094
1943,2024,CIN,OL,00-0038095
1944,2024,DET,DL,00-0038096
1945,2024,CIN,K,00-0038097
1946,2024,CLE,RB,00-0038098
1947,2024,WAS,DL,00-0038099
1948,2024,WAS,DB,00-0038100
1949,2024,CAR,DB,00-0038101
1950,2024,PHI,QB,00-0038102
1951,2024,NE,OL,00-0038103
1952,2024,KC,WR,00-0038104
1953,2024,DEN,DB,00-0038105
1954,2024,DEN,DL,00-0038106
1955,2024,NYJ,DL,00-0038107
1956,2024,CLE,QB,00-0038108
1957,2024,CHI,DB,00-0038111
1958,2024,PHI,OL,00-0038112
1959,2024,LV,LB,00-0038113
1960,2024,NYJ,OL,00-0038114
1961,2024,NYG,TE,00-0038115
1962,2024,ATL,LB,00-0038116
1963,2024,NYG,WR,00-0038117
1964,2024,BAL,OL,00-0038118
1965,2024,BAL,DB,00-0038119
1966,2024,NYJ,RB,00-0038120
1967,2024,NO,DB,00-0038121
1968,2024,LV,QB,00-0038122
1969,2024,NYG,DB,00-0038123
1970,2024,GB,WR,00-0038124
1971,2024,TEN,DB,00-0038125
1972,2024,TB,DL,00-0038127
1973,2024,GB,QB,00-0038128
1974,2024,TB,TE,00-0038129
1975,2024,DAL,DB,00-0038130
1976,2024,MIN,OL,00-0038131
1977,2024,MIN,QB,00-0038132
1978,2024,SEA,LB,00-0038133
1979,2024,SEA,RB,00-0038134
1980,2024,CHI,DB,00-0038135
1981,2024,SEA,DB,00-0038136
1982,2024,PIT,DB,00-0038141
1983,2024,BAL,LB,00-0038142
1984,2024,IND,DB,00-0038143
1985,2024,BAL,DL,00-0038144
1986,2024,TEN,TE,00-0038145
1987,2024,ARI,WR,00-0038147
1988,2024,ATL,WR,00-0038149
1989,2024,NYG,QB,00-0038150
1990,2024,BUF,K,00-0038152
1991,2024,MIN,WR,00-0038181
1992,2024,NYJ,OL,00-0038194
1993,2024,NE,OL,00-0038223
1994,2024,HOU,DL,00-0038297
1995,2024,ATL,OL,00-0038304
1996,2024,GB,DL,00-0038309
1997,2024,DAL,DB,00-0038348
1998,2024,LA,K,00-0038354
1999,2024,LA,OL,00-0038358
2000,2024,LA,WR,00-0038359
2001,2024,LA,LS,00-0038360
2002,2024,LA,DB,00-0038366
2003,2024,LA,DB,00-0038368
2004,2024,LV,DB,00-0038381
2005,2024,BAL,OL,00-0038382
2006,2024,BAL,OL,00-0038383
2007,2024,LA,QB,00-0038385
2008,2024,PHI,DL,00-0038386
2009,2024,GB,DL,00-0038387
2010,2024,KC,DB,00-0038388
2011,2024,SF,RB,00-0038389
2012,2024,CHI,LB,00-0038390
2013,2024,GB,QB,00-0038391
2014,2024,IND,DB,00-0038392
2015,2024,GB,WR,00-0038393
2016,2024,IND,TE,00-0038394
2017,2024,CHI,DB,00-0038395
2018,2024,NYG,RB,00-0038396
2019,2024,IND,RB,00-0038397
2020,2024,GB,DL,00-0038398
2021,2024,NYJ,LB,00-0038399
2022,2024,PHI,QB,00-0038400
2023,2024,NYJ,DB,00-0038401
2024,2024,NYJ,K,00-0038402
2025,2024,NYG,DB,00-0038403
2026,2024,NE,DL,00-0038404
2027,2024,MIN,DL,00-0038405
2028,2024,NYJ,TE,00-0038406
2029,2024,IND,DB,00-0038407
2030,2024,GB,DB,00-0038408
2031,2024,PHI,RB,00-0038409
2032,2024,IND,OL,00-0038410
2033,2024,NYG,DB,00-0038411
2034,2024,PHI,DL,00-0038412
2035,2024,TEN,DB,00-0038413
2036,2024,LAC,DB,00-0038414
2037,2024,CHI,QB,00-0038416
2038,2024,CHI,LB,00-0038417
2039,2024,ATL,RB,00-0038419
2040,2024,WAS,DL,00-0038423
2041,2024,TB,OL,00-0038426
2042,2024,IND,LB,00-0038429
2043,2024,ATL,LB,00-0038437
2044,2024,MIN,RB,00-0038440
2045,2024,IND,DL,00-0038444
2046,2024,BAL,LB,00-0038448
2047,2024,CIN,OL,00-0038452
2048,2024,BAL,RB,00-0038454
2049,2024,BAL,WR,00-0038455
2050,2024,ARI,TE,00-0038456
2051,2024,BAL,RB,00-0038458
2052,2024,PIT,OL,00-0038459
2053,2024,NE,DL,00-0038462
2054,2024,GB,DL,00-0038463
2055,2024,MIN,OL,00-0038464
2056,2024,GB,WR,00-0038465
2057,2024,GB,TE,00-0038468
2058,2024,GB,DB,00-0038470
2059,2024,GB,OL,00-0038471
2060,2024,PIT,WR,00-0038472
2061,2024,CAR,DB,00-0038475
2062,2024,NYG,QB,00-0038476
2063,2024,NYG,WR,00-0038477
2064,2024,GB,DB,00-0038478
2065,2024,NYG,LB,00-0038479
2066,2024,CHI,LS,00-0038481
2067,2024,PHI,DB,00-0038482
2068,2024,PHI,WR,00-0038484
2069,2024,CLE,OL,00-0038485
2070,2024,PHI,DB,00-0038487
2071,2024,SEA,TE,00-0038488
2072,2024,PHI,LB,00-0038489
2073,2024,SEA,P,00-0038490
2074,2024,GB,DL,00-0038491
2075,2024,NYJ,WR,00-0038492
2076,2024,CAR,LB,00-0038493
2077,2024,CLE,DB,00-0038494
2078,2024,NYJ,WR,00-0038496
2079,2024,PHI,TE,00-0038498
2080,2024,CLE,LB,00-0038499
2081,2024,LAC,OL,00-0038500
2082,2024,CAR,WR,00-0038502
2083,2024,BAL,LB,00-0038504
2084,2024,BAL,LB,00-0038505
2085,2024,NYG,DL,00-0038506
2086,2024,MIA,WR,00-0038507
2087,2024,JAX,OL,00-0038509
2088,2024,MIA,OL,00-0038511
2089,2024,KC,LB,00-0038513
2090,2024,KC,DL,00-0038514
2091,2024,MIA,RB,00-0038518
2092,2024,KC,WR,00-0038519
2093,2024,SEA,WR,00-0038520
2094,2024,DEN,DB,00-0038521
2095,2024,CLE,DB,00-0038523
2096,2024,ATL,DB,00-0038529
2097,2024,CAR,LB,00-0038535
2098,2024,CAR,OL,00-0038536
2099,2024,CAR,OL,00-0038537
2100,2024,ARI,OL,00-0038540
2101,2024,LV,DL,00-0038541
2102,2024,ATL,RB,00-0038542
2103,2024,SEA,WR,00-0038543
2104,2024,LAC,WR,00-0038544
2105,2024,DAL,DL,00-0038545
2106,2024,CIN,DL,00-0038546
2107,2024,DAL,TE,00-0038547
2108,2024,BUF,OL,00-0038548
2109,2024,CIN,DB,00-0038549
2110,2024,DET,QB,00-0038550
2111,2024,NO,RB,00-0038551
2112,2024,DEN,DB,00-0038552
2113,2024,LAC,LB,00-0038553
2114,2024,SF,DB,00-0038554
2115,2024,JAX,RB,00-0038555
2116,2024,DAL,LB,00-0038556
2117,2024,BUF,LB,00-0038557
2118,2024,PIT,TE,00-0038558
2119,2024,ARI,WR,00-0038559
2120,2024,CIN,DB,00-0038560
2121,2024,PHI,DL,00-0038561
2122,2024,SF,K,00-0038562
2123,2024,LV,WR,00-0038563
2124,2024,CLE,TE,00-0038564
2125,2024,MIN,DB,00-0038565
2126,2024,NO,OL,00-0038566
2127,2024,ARI,K,00-0038567
2128,2024,ATL,DB,00-0038568
2129,2024,NE,OL,00-0038569
2130,2024,JAX,LB,00-0038570
2131,2024,ARI,OL,00-0038571
2132,2024,SEA,DL,00-0038572
2133,2024,LAC,WR,00-0038573
2134,2024,CLE,DL,00-0038574
2135,2024,WAS,DL,00-0038575
2136,2024,CIN,WR,00-0038576
2137,2024,PIT,LB,00-0038577
2138,2024,MIN,DB,00-0038578
2139,2024,LV,QB,00-0038579
2140,2024,JAX,LB,00-0038580
2141,2024,PHI,DL,00-0038581
2142,2024,ARI,QB,00-0038582
2143,2024,CLE,QB,00-0038583
2144,2024,NE,DL,00-0038584
2145,2024,CLE,DB,00-0038585
2146,2024,IND,OL,00-0038586
2147,2024,CAR,DB,00-0038587
2148,2024,NO,DB,00-0038588
2149,2024,TEN,TE,00-0038589
2150,2024,LV,TE,00-0038590
2151,2024,SEA,DL,00-0038591
2152,2024,DET,OL,00-0038592
2153,2024,SEA,OL,00-0038593
2154,2024,SF,DB,00-0038594
2155,2024,LAC,OL,00-0038595
2156,2024,JAX,DB,00-0038596
2157,2024,CIN,RB,00-0038597
2158,2024,SEA,QB,00-0038598
2159,2024,HOU,LB,00-0038599
2160,2024,ARI,LB,00-0038600
2161,2024,DAL,OL,00-0038601
2162,2024,LV,DB,00-0038602
2163,2024,SF,DL,00-0038603
2164,2024,KC,DB,00-0038604
2165,2024,DEN,DB,00-0038605
2166,2024,JAX,WR,00-0038606
2167,2024,TEN,OL,00-0038607
2168,2024,NE,WR,00-0038608
2169,2024,CLE,OL,00-0038609
2170,2024,NE,P,00-0038610
2171,2024,WAS,RB,00-0038611
2172,2024,DEN,WR,00-0038612
2173,2024,SEA,DB,00-0038613
2174,2024,LAC,RB,00-0038614
2175,2024,HOU,OL,00-0038615
2176,2024,JAX,DB,00-0038616
2177,2024,LV,LB,00-0038617
2178,2024,HOU,WR,00-0038618
2179,2024,CIN,WR,00-0038619
2180,2024,DET,DB,00-0038620
2181,2024,NE,WR,00-0038621
2182,2024,DAL,RB,00-0038622
2183,2024,ARI,DL,00-0038623
2184,2024,CHI,DB,00-0038624
2185,2024,SF,LB,00-0038625
2186,2024,CIN,P,00-0038626
2187,2024,DET,WR,00-0038627
2188,2024,ATL,DB,00-0038628
2189,2024,ATL,OL,00-0038629
2190,2024,JAX,OL,00-0038630
2191,2024,TEN,WR,00-0038632
2192,2024,HOU,OL,00-0038633
2193,2024,SF,DL,00-0038634
2194,2024,WAS,DL,00-0038635
2195,2024,SEA,RB,00-0038636
2196,2024,LAC,QB,00-0038637
2197,2024,PIT,DB,00-0038639
2198,2024,DAL,WR,00-0038640
2199,2024,NE,DB,00-0038641
2200,2024,CIN,DB,00-0038642
2201,2024,SF,TE,00-0038643
2202,2024,HOU,DB,00-0038644
2203,2024,PIT,OL,00-0038645
2204,2024,NE,DB,00-0038646
2205,2024,SF,WR,00-0038647
2206,2024,SF,LB,00-0038648
2207,2024,DEN,OL,00-0038649
2208,2024,NYG,WR,00-0038651
2209,2024,NYG,DL,00-0038653
2210,2024,DET,OL,00-0038654
2211,2024,DET,DB,00-0038655
2212,2024,MIN,RB,00-0038656
2213,2024,DET,DB,00-0038657
2214,2024,NYJ,QB,00-0038658
2215,2024,GB,DL,00-0038659
2216,2024,DET,LB,00-0038660
2217,2024,DET,DL,00-0038661
2218,2024,ARI,DB,00-0038663
2219,2024,JAX,DL,00-0038666
2220,2024,JAX,WR,00-0038667
2221,2024,DEN,DB,00-0038668
2222,2024,MIA,LB,00-0038669
2223,2024,PIT,WR,00-0038671
2224,2024,ARI,DB,00-0038674
2225,2024,BUF,OL,00-0038676
2226,2024,NO,RB,00-0038678
2227,2024,BUF,WR,00-0038679
2228,2024,BUF,WR,00-0038680
2229,2024,GB,WR,00-0038681
2230,2024,DET,LB,00-0038682
2231,2024,MIA,DB,00-0038684
2232,2024,GB,RB,00-0038685
2233,2024,SEA,DL,00-0038694
2234,2024,DEN,DB,00-0038696
2235,2024,MIA,LB,00-0038700
2236,2024,ARI,WR,00-0038702
2237,2024,TEN,DB,00-0038703
2238,2024,ARI,RB,00-0038705
2239,2024,PIT,DL,00-0038708
2240,2024,CLE,TE,00-0038710
2241,2024,CLE,LB,00-0038711
2242,2024,ARI,RB,00-0038714
2243,2024,CLE,DB,00-0038715
2244,2024,CLE,DL,00-0038716
2245,2024,DEN,DB,00-0038717
2246,2024,CLE,DL,00-0038718
2247,2024,CLE,LB,00-0038719
2248,2024,MIA,TE,00-0038720
2249,2024,PIT,OL,00-0038721
2250,2024,TEN,DL,00-0038724
2251,2024,ATL,WR,00-0038726
2252,2024,NO,RB,00-0038727
2253,2024,HOU,WR,00-0038728
2254,2024,HOU,OL,00-0038729
2255,2024,DAL,OL,00-0038731
2256,2024,DAL,OL,00-0038732
2257,2024,DAL,WR,00-0038734
2258,2024,DAL,TE,00-0038735
2259,2024,DAL,DL,00-0038736
2260,2024,IND,DL,00-0038737
2261,2024,DAL,RB,00-0038738
2262,2024,DAL,WR,00-0038740
2263,2024,DAL,TE,00-0038741
2264,2024,DAL,DL,00-0038742
2265,2024,PIT,DL,00-0038746
2266,2024,SEA,WR,00-0038752
2267,2024,SEA,DB,00-0038753
2268,2024,MIA,DL,00-0038757
2269,2024,PHI,WR,00-0038760
2270,2024,NE,WR,00-0038762
2271,2024,SEA,LB,00-0038764
2272,2024,SEA,DB,00-0038765
2273,2024,SEA,LS,00-0038769
2274,2024,NYG,DB,00-0038770
2275,2024,GB,DB,00-0038773
2276,2024,CAR,OL,00-0038775
2277,2024,CLE,OL,00-0038776
2278,2024,MIN,DL,00-0038778
2279,2024,NO,DB,00-0038781
2280,2024,PIT,LB,00-0038782
2281,2024,DEN,TE,00-0038783
2282,2024,MIN,OL,00-0038785
2283,2024,NYG,DB,00-0038788
2284,2024,CLE,DL,00-0038790
2285,2024,CAR,LB,00-0038791
2286,2024,NE,OL,00-0038792
2287,2024,DEN,RB,00-0038794
2288,2024,ARI,DL,00-0038795
2289,2024,DEN,OL,00-0038796
2290,2024,GB,RB,00-0038797
2291,2024,DET,LB,00-0038800
2292,2024,MIN,LB,00-0038801
2293,2024,TB,WR,00-0038805
